,Education,Marital_Status,Income,Recency,Response,Age,Customer_Since,Total_Spent,RatioWines,RatioFruits,RatioMeatProducts,RatioFishProducts,RatioSweetProducts,RatioGoldProds,Total_Accepted_Campaign,Total_Purchase,Total_Web_Engagement
1003,0,1,22434.0,25,0,38,501,58,0.06896551724137931,0.20689655172413793,0.1896551724137931,0.05172413793103448,0.22413793103448276,0.25862068965517243,0,16,10
1004,1,1,36930.0,50,0,71,408,297,0.7508417508417509,0.006734006734006734,0.10437710437710437,0.0,0.006734006734006734,0.13131313131313133,0,25,13
1005,0,0,36130.0,46,1,71,512,488,0.32172131147540983,0.08811475409836066,0.26024590163934425,0.13934426229508196,0.11475409836065574,0.07581967213114754,1,26,7
1006,1,1,65569.0,96,0,72,601,859,0.46216530849825377,0.05355064027939464,0.3352735739231665,0.023282887077997673,0.04423748544819558,0.08149010477299184,0,27,9
1007,0,1,83844.0,57,0,73,413,1574,0.5724269377382465,0.019695044472681066,0.21918678526048285,0.04764930114358323,0.019695044472681066,0.12134688691232529,1,21,5
1008,0,1,19514.0,47,0,57,154,69,0.2028985507246377,0.043478260869565216,0.30434782608695654,0.028985507246376812,0.014492753623188406,0.4057971014492754,1,20,11
1009,1,0,36736.0,52,0,62,415,17,0.5882352941176471,0.0,0.17647058823529413,0.0,0.0,0.23529411764705882,0,12,7
1011,1,1,49187.0,63,0,49,169,116,0.6982758620689655,0.008620689655172414,0.2672413793103448,0.017241379310344827,0.008620689655172414,0.0,0,11,3
1012,0,0,30168.0,51,0,47,479,279,0.5519713261648745,0.07168458781362007,0.23655913978494625,0.0,0.043010752688172046,0.0967741935483871,0,28,15
1013,1,1,34053.0,14,0,57,657,103,0.6116504854368932,0.0,0.20388349514563106,0.06796116504854369,0.0,0.11650485436893204,0,16,11
1014,1,1,38196.0,20,0,54,72,44,0.6818181818181818,0.0,0.25,0.0,0.0,0.06818181818181818,0,16,7
1015,1,1,59412.0,56,0,74,71,406,0.22167487684729065,0.16502463054187191,0.4064039408866995,0.07389162561576355,0.10591133004926108,0.027093596059113302,0,18,7
1016,1,1,70924.0,41,0,60,83,1363,0.4658840792369773,0.08363903154805576,0.1863536316947909,0.09684519442406456,0.11151870873074102,0.05575935436537051,1,23,9
1017,0,1,54165.0,72,0,56,397,236,0.538135593220339,0.01694915254237288,0.3093220338983051,0.0635593220338983,0.025423728813559324,0.046610169491525424,0,13,4
1018,0,1,32300.0,1,0,52,542,39,0.3333333333333333,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.1282051282051282,0.15384615384615385,0,14,9
1019,0,0,20180.0,27,0,49,494,137,0.13138686131386862,0.30656934306569344,0.17518248175182483,0.10948905109489052,0.145985401459854,0.13138686131386862,0,15,9
1020,0,1,34961.0,77,0,52,10,79,0.569620253164557,0.02531645569620253,0.3291139240506329,0.05063291139240506,0.012658227848101266,0.012658227848101266,0,18,10
1021,1,1,28440.0,87,0,51,357,63,0.6031746031746031,0.015873015873015872,0.38095238095238093,0.0,0.0,0.0,0,15,10
1022,1,1,64504.0,81,1,72,482,1314,0.7503805175038052,0.0273972602739726,0.1278538812785388,0.0121765601217656,0.0,0.0821917808219178,0,35,18
1023,1,1,33564.0,51,0,59,5,71,0.8591549295774648,0.0,0.04225352112676056,0.0,0.0,0.09859154929577464,0,12,6
1024,0,1,17345.0,79,0,47,603,58,0.06896551724137931,0.15517241379310345,0.27586206896551724,0.29310344827586204,0.0,0.20689655172413793,0,16,10
1025,1,1,56320.0,11,0,58,447,702,0.2863247863247863,0.0754985754985755,0.245014245014245,0.16524216524216523,0.10968660968660969,0.11823361823361823,0,26,9
1026,0,0,28647.0,54,1,47,312,94,0.20212765957446807,0.0851063829787234,0.30851063829787234,0.0,0.1276595744680851,0.2765957446808511,1,15,9
1027,0,0,15038.0,93,0,38,516,80,0.05,0.1,0.1375,0.2375,0.15,0.325,0,17,11
1028,1,0,32173.0,0,0,67,332,22,0.8181818181818182,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0,10,5
1029,1,1,68316.0,54,0,61,602,1211,0.6655656482246077,0.06606110652353427,0.1329479768786127,0.0990916597853014,0.009083402146985962,0.027250206440957887,0,39,16
1030,0,1,74538.0,21,1,54,365,1461,0.2600958247775496,0.06707734428473648,0.5017111567419575,0.07529089664613278,0.07665982203969883,0.019164955509924708,1,25,11
1031,0,0,91700.0,58,1,54,528,1968,0.2926829268292683,0.08739837398373984,0.4883130081300813,0.06351626016260163,0.058434959349593495,0.009654471544715448,0,23,11
1032,0,1,68695.0,3,0,56,4,1091,0.41979835013748856,0.07424381301558204,0.32630614115490375,0.09715857011915674,0.045829514207149404,0.03666361136571952,0,18,6
1033,1,1,31056.0,99,0,48,523,55,0.09090909090909091,0.18181818181818182,0.23636363636363636,0.05454545454545454,0.14545454545454545,0.2909090909090909,0,14,9
1034,0,1,79593.0,70,0,52,48,1366,0.2562225475841874,0.043923865300146414,0.4158125915080527,0.08052708638360176,0.09736456808199122,0.1061493411420205,1,21,7
1035,0,0,28071.0,65,0,45,669,313,0.12460063897763578,0.10543130990415335,0.41533546325878595,0.13099041533546327,0.08306709265175719,0.14057507987220447,0,21,13
1036,1,1,37334.0,44,0,67,123,62,0.41935483870967744,0.016129032258064516,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.24193548387096775,0,17,7
1037,1,0,46423.0,6,0,53,284,92,0.7391304347826086,0.0,0.17391304347826086,0.0,0.0,0.08695652173913043,0,18,9
1038,1,1,37126.0,9,1,54,91,72,0.625,0.041666666666666664,0.125,0.05555555555555555,0.05555555555555555,0.09722222222222222,1,13,7
1039,0,1,47703.0,95,0,72,396,655,0.5480916030534351,0.0,0.20458015267175572,0.01984732824427481,0.03969465648854962,0.18778625954198475,0,27,11
1040,0,1,61180.0,70,0,66,67,704,0.5724431818181818,0.03409090909090909,0.041193181818181816,0.008522727272727272,0.03409090909090909,0.3096590909090909,1,22,8
1041,0,1,38998.0,92,0,71,603,54,0.6296296296296297,0.018518518518518517,0.25925925925925924,0.0,0.0,0.09259259259259259,0,18,10
1042,0,0,8028.0,62,0,34,649,178,0.4101123595505618,0.10112359550561797,0.3707865168539326,0.03932584269662921,0.06741573033707865,0.011235955056179775,0,35,19
1043,0,1,76081.0,85,0,63,37,1033,0.28267182962245885,0.02904162633107454,0.40174249757986447,0.06098741529525654,0.031945788964181994,0.1936108422071636,1,16,6
1044,0,1,34728.0,2,1,39,334,36,0.3888888888888889,0.0,0.4444444444444444,0.0,0.0,0.16666666666666666,0,12,7
1045,1,0,33168.0,0,0,60,624,122,0.6557377049180327,0.00819672131147541,0.30327868852459017,0.0,0.00819672131147541,0.02459016393442623,0,18,9
1046,1,1,33585.0,91,0,59,277,122,0.2459016393442623,0.09016393442622951,0.27049180327868855,0.10655737704918032,0.04918032786885246,0.23770491803278687,0,12,6
1047,1,1,77037.0,3,0,65,259,1123,0.41228851291184326,0.0854853072128228,0.2965271593944791,0.1495992876224399,0.04719501335707925,0.008904719501335707,0,31,10
1048,0,1,35196.0,68,1,41,593,497,0.15090543259557343,0.02414486921529175,0.2837022132796781,0.08651911468812877,0.07847082494969819,0.3762575452716298,0,27,14
1049,0,1,44529.0,98,0,59,359,691,0.7785817655571635,0.01881331403762663,0.1316931982633864,0.024602026049204053,0.008683068017366137,0.03762662807525326,1,31,11
1050,1,1,70924.0,41,0,60,83,1363,0.4658840792369773,0.08363903154805576,0.1863536316947909,0.09684519442406456,0.11151870873074102,0.05575935436537051,1,23,9
1051,1,1,28764.0,16,0,59,24,12,0.6666666666666666,0.0,0.25,0.0,0.0,0.08333333333333333,1,14,9
1053,1,0,25959.0,1,1,55,500,56,0.07142857142857142,0.03571428571428571,0.21428571428571427,0.125,0.08928571428571429,0.4642857142857143,0,15,7
1054,1,1,27100.0,64,0,42,450,37,0.32432432432432434,0.0,0.35135135135135137,0.05405405405405406,0.0,0.2702702702702703,0,13,8
1055,0,0,70596.0,68,0,40,632,968,0.3584710743801653,0.045454545454545456,0.5516528925619835,0.01756198347107438,0.0,0.026859504132231406,0,23,5
1056,0,1,42557.0,98,0,51,669,270,0.7111111111111111,0.018518518518518517,0.1962962962962963,0.0,0.018518518518518517,0.05555555555555555,0,24,14
1057,1,1,53312.0,32,0,74,324,278,0.8669064748201439,0.0,0.04316546762589928,0.0,0.0,0.08992805755395683,0,19,12
1058,0,0,72228.0,87,0,73,579,1250,0.5048,0.0224,0.3928,0.024,0.0112,0.0448,0,25,9
1059,0,1,67605.0,84,0,38,455,938,0.3582089552238806,0.029850746268656716,0.3006396588486141,0.19616204690831557,0.057569296375266525,0.057569296375266525,0,18,3
1060,1,1,62845.0,3,0,76,636,1178,0.932937181663837,0.0,0.038200339558573854,0.0,0.0,0.028862478777589132,1,38,11
1061,0,1,65196.0,34,0,67,339,1155,0.6432900432900432,0.01645021645021645,0.15670995670995672,0.01038961038961039,0.0,0.17316017316017315,1,33,12
1062,1,0,42000.0,23,1,38,535,653,0.18989280245022971,0.12710566615620214,0.40888208269525267,0.13016845329249618,0.0903522205206738,0.05359877488514548,0,25,10
1063,1,0,35860.0,37,0,52,41,49,0.30612244897959184,0.0,0.16326530612244897,0.08163265306122448,0.04081632653061224,0.40816326530612246,1,13,6
1064,1,1,65526.0,22,0,61,79,506,0.7845849802371542,0.037549407114624504,0.13636363636363635,0.023715415019762844,0.0,0.017786561264822136,0,20,6
1065,0,1,16860.0,19,0,64,655,38,0.2631578947368421,0.10526315789473684,0.10526315789473684,0.07894736842105263,0.07894736842105263,0.3684210526315789,0,17,8
1066,0,0,83528.0,7,1,33,59,1650,0.3212121212121212,0.07090909090909091,0.4109090909090909,0.08121212121212121,0.02666666666666667,0.0890909090909091,2,24,5
1067,1,0,64176.0,52,0,60,695,1826,0.6653888280394304,0.018072289156626505,0.13636363636363635,0.03504928806133625,0.06352683461117196,0.08159912376779847,0,40,14
1068,0,0,22304.0,91,0,69,694,18,0.16666666666666666,0.1111111111111111,0.3888888888888889,0.0,0.2222222222222222,0.1111111111111111,0,12,9
1069,0,1,67023.0,93,0,47,117,906,0.4900662251655629,0.04856512141280353,0.4216335540838852,0.012141280353200883,0.008830022075055188,0.018763796909492272,0,26,5
1070,1,1,32892.0,78,0,54,35,46,0.5652173913043478,0.0,0.32608695652173914,0.043478260869565216,0.021739130434782608,0.043478260869565216,0,17,11
1071,0,1,70713.0,23,0,59,573,1477,0.4983073798239675,0.07718348002708192,0.1888964116452268,0.055517941773865945,0.05145565335138795,0.12863913337846988,0,29,8
1072,0,1,59925.0,83,0,70,576,766,0.6174934725848564,0.02741514360313316,0.2297650130548303,0.024804177545691905,0.02741514360313316,0.0731070496083551,0,30,15
1073,0,1,39722.0,92,0,72,125,47,0.6808510638297872,0.0,0.10638297872340426,0.0425531914893617,0.0,0.1702127659574468,0,13,7
1074,0,1,46610.0,4,0,67,346,467,0.6167023554603854,0.021413276231263382,0.06423982869379015,0.008565310492505354,0.021413276231263382,0.2676659528907923,0,20,12
1075,0,1,88347.0,32,0,64,361,2116,0.4962192816635161,0.08412098298676748,0.2622873345935728,0.036389413988657845,0.06521739130434782,0.055765595463137994,1,22,5
1076,1,1,87171.0,27,0,44,424,1298,0.7711864406779662,0.03389830508474576,0.08243451463790447,0.04468412942989214,0.03389830508474576,0.03389830508474576,2,27,8
1077,1,1,26907.0,10,0,49,313,22,0.4090909090909091,0.045454545454545456,0.3181818181818182,0.0,0.13636363636363635,0.09090909090909091,0,15,8
1078,1,0,50014.0,9,0,57,158,396,0.5909090909090909,0.03535353535353535,0.19444444444444445,0.047979797979797977,0.025252525252525252,0.10606060606060606,0,21,9
1079,1,1,41014.0,65,0,47,433,20,0.35,0.1,0.3,0.1,0.0,0.15,0,12,8
1080,0,0,66294.0,68,0,60,104,967,0.2595656670113754,0.11168562564632885,0.3453981385729059,0.0672182006204757,0.09513960703205791,0.12099276111685625,0,15,6
1081,0,1,36715.0,16,1,54,589,357,0.48179271708683474,0.028011204481792718,0.35014005602240894,0.058823529411764705,0.036414565826330535,0.04481792717086835,0,29,16
1082,0,1,79456.0,12,1,69,676,1401,0.403283369022127,0.029978586723768737,0.39114917915774444,0.04568165596002855,0.05924339757316203,0.07066381156316917,0,19,8
1083,0,1,40479.0,95,0,43,316,15,0.3333333333333333,0.0,0.5333333333333333,0.13333333333333333,0.0,0.0,0,9,4
1084,1,0,75345.0,16,1,55,512,2087,0.439865836128414,0.02731193100143747,0.4034499281264974,0.047436511739338764,0.01820795400095831,0.0637278390033541,1,23,8
1085,0,1,54233.0,46,0,48,510,981,0.6646279306829765,0.00815494393476045,0.16106014271151886,0.021406727828746176,0.0,0.14475025484199797,0,35,19
1086,0,0,24163.0,3,0,55,260,17,0.23529411764705882,0.058823529411764705,0.4117647058823529,0.11764705882352941,0.058823529411764705,0.11764705882352941,0,12,5
1087,1,1,84460.0,80,1,67,541,523,0.29063097514340347,0.05162523900573614,0.19694072657743786,0.20267686424474188,0.10325047801147227,0.15487571701720843,4,27,14
1088,0,1,43776.0,77,0,42,57,23,0.34782608695652173,0.0,0.391304347826087,0.08695652173913043,0.043478260869565216,0.13043478260869565,0,11,7
1089,1,0,71691.0,0,1,67,104,1192,0.28187919463087246,0.10906040268456375,0.3447986577181208,0.20134228187919462,0.026845637583892617,0.03607382550335571,0,19,6
1090,1,1,85844.0,62,0,52,31,1958,0.4790602655771195,0.009703779366700716,0.4305413687436159,0.012768130745658836,0.04851889683350358,0.01940755873340143,1,22,8
1091,1,0,39190.0,91,0,51,64,133,0.5112781954887218,0.06015037593984962,0.13533834586466165,0.14285714285714285,0.06015037593984962,0.09022556390977443,0,15,7
1092,0,1,71367.0,24,0,66,310,777,0.29214929214929214,0.029601029601029602,0.5006435006435006,0.05405405405405406,0.02702702702702703,0.09652509652509653,0,19,6
1093,1,0,38578.0,2,0,53,372,73,0.5205479452054794,0.0547945205479452,0.3013698630136986,0.0410958904109589,0.0410958904109589,0.0410958904109589,0,19,11
1094,1,1,57236.0,22,0,60,109,121,0.8677685950413223,0.0,0.0743801652892562,0.01652892561983471,0.008264462809917356,0.03305785123966942,0,15,5
1095,0,0,61825.0,56,0,46,326,424,0.38207547169811323,0.1179245283018868,0.2358490566037736,0.12971698113207547,0.07075471698113207,0.06367924528301887,0,20,8
1096,0,0,79803.0,54,0,67,27,868,0.6612903225806451,0.009216589861751152,0.2488479262672811,0.024193548387096774,0.018433179723502304,0.038018433179723504,0,15,5
1097,1,0,80910.0,71,0,39,606,756,0.21164021164021163,0.10582010582010581,0.4880952380952381,0.08862433862433862,0.051587301587301584,0.05423280423280423,0,16,4
1098,1,1,27590.0,38,0,43,432,12,0.5,0.0,0.4166666666666667,0.0,0.0,0.08333333333333333,0,12,8
1099,0,1,56775.0,62,0,46,543,937,0.655282817502668,0.03735325506937033,0.17075773745997866,0.061899679829242264,0.03735325506937033,0.03735325506937033,0,31,10
1100,0,0,83829.0,78,1,50,264,1862,0.4817400644468314,0.08646616541353383,0.23093447905477982,0.09989258861439312,0.08646616541353383,0.014500537056928034,3,18,5
1101,1,1,54210.0,18,0,46,405,367,0.1907356948228883,0.14713896457765668,0.2970027247956403,0.21798365122615804,0.02452316076294278,0.1226158038147139,0,20,9
1102,0,1,38508.0,95,0,39,331,443,0.2708803611738149,0.04288939051918736,0.4650112866817156,0.056433408577878104,0.04288939051918736,0.12189616252821671,0,29,15
1103,0,1,53187.0,66,0,55,246,267,0.7902621722846442,0.00749063670411985,0.11235955056179775,0.026217228464419477,0.026217228464419477,0.03745318352059925,0,19,9
1104,0,1,30023.0,28,0,53,97,61,0.18032786885245902,0.0,0.26229508196721313,0.11475409836065574,0.09836065573770492,0.3442622950819672,0,15,10
1105,1,0,76045.0,78,0,65,226,1323,0.5744520030234316,0.0400604686318972,0.30234315948601664,0.012849584278155708,0.07029478458049887,0.0,1,23,6
1106,1,1,50870.0,13,0,73,10,63,0.8412698412698413,0.0,0.12698412698412698,0.0,0.0,0.031746031746031744,0,12,7
1107,1,1,15315.0,27,0,55,330,64,0.109375,0.0625,0.203125,0.234375,0.125,0.265625,0,13,7
1108,1,1,65463.0,17,0,51,150,562,0.6957295373665481,0.05693950177935943,0.12455516014234876,0.037366548042704624,0.05693950177935943,0.028469750889679714,1,25,11
1109,0,1,66480.0,71,0,60,29,312,0.6378205128205128,0.028846153846153848,0.18269230769230768,0.0641025641025641,0.0673076923076923,0.019230769230769232,0,25,8
1110,0,0,76773.0,79,0,71,489,1156,0.4463667820069204,0.04844290657439446,0.3884083044982699,0.07439446366782007,0.028546712802768166,0.01384083044982699,0,17,3
1111,1,0,81698.0,1,1,42,485,1104,0.6422101449275363,0.04076086956521739,0.10416666666666667,0.02717391304347826,0.14492753623188406,0.04076086956521739,1,21,13
1112,1,0,54466.0,78,0,52,140,16,0.75,0.0,0.25,0.0,0.0,0.0,0,11,6
1113,1,0,98777.0,23,0,65,132,2008,0.49800796812749004,0.009462151394422311,0.35408366533864544,0.062250996015936255,0.05727091633466135,0.018924302788844622,1,20,5
1114,1,0,16269.0,75,0,41,303,44,0.4318181818181818,0.06818181818181818,0.4090909090909091,0.06818181818181818,0.022727272727272728,0.0,0,18,11
1115,0,1,71819.0,70,0,54,305,1574,0.7776365946632783,0.017789072426937738,0.08894536213468869,0.0,0.008894536213468869,0.10673443456162643,2,21,9
1116,1,1,33569.0,10,1,42,256,63,0.25396825396825395,0.031746031746031744,0.2857142857142857,0.047619047619047616,0.0,0.38095238095238093,1,14,9
1117,1,1,36262.0,24,1,42,282,426,0.20657276995305165,0.09154929577464789,0.1267605633802817,0.15023474178403756,0.06572769953051644,0.3591549295774648,1,18,9
1118,0,1,22634.0,47,0,59,529,96,0.020833333333333332,0.23958333333333334,0.11458333333333333,0.08333333333333333,0.0625,0.4791666666666667,0,14,10
1119,1,1,47025.0,98,0,47,290,635,0.8,0.01732283464566929,0.09291338582677165,0.03622047244094488,0.007874015748031496,0.04566929133858268,0,33,20
1120,0,0,70566.0,4,0,57,266,757,0.5033025099075297,0.036988110964332896,0.28401585204755614,0.11096433289299867,0.036988110964332896,0.02774108322324967,0,26,9
1121,1,1,31605.0,15,0,46,584,125,0.592,0.0,0.336,0.016,0.008,0.048,0,17,9
1122,1,0,52034.0,67,0,52,408,332,0.4397590361445783,0.0,0.28012048192771083,0.02108433734939759,0.0391566265060241,0.21987951807228914,0,25,11
1123,0,0,48526.0,32,0,46,187,135,0.17037037037037037,0.1259259259259259,0.17037037037037037,0.31851851851851853,0.14814814814814814,0.06666666666666667,0,12,5
1124,0,1,46734.0,40,0,71,588,330,0.3333333333333333,0.015151515151515152,0.41515151515151516,0.07878787878787878,0.0696969696969697,0.08787878787878788,0,22,13
1125,0,0,39552.0,54,1,63,558,384,0.4296875,0.0078125,0.3828125,0.010416666666666666,0.0625,0.10677083333333333,0,30,14
1126,0,0,86358.0,78,0,59,690,1722,0.5557491289198606,0.0272938443670151,0.2868757259001161,0.047619047619047616,0.0272938443670151,0.05516840882694541,0,28,13
1127,0,1,46931.0,94,0,48,66,78,0.5256410256410257,0.0,0.21794871794871795,0.038461538461538464,0.01282051282051282,0.20512820512820512,0,13,4
1128,0,0,16581.0,51,0,40,533,24,0.041666666666666664,0.125,0.16666666666666666,0.08333333333333333,0.125,0.4583333333333333,0,8,4
1129,1,0,63998.0,42,1,73,191,1168,0.1506849315068493,0.02482876712328767,0.7003424657534246,0.0,0.028253424657534245,0.0958904109589041,0,29,11
1130,1,1,67381.0,67,0,74,530,957,0.851619644723093,0.008359456635318705,0.055381400208986416,0.011494252873563218,0.0,0.07314524555903866,1,25,9
1131,0,0,25930.0,87,0,58,262,15,0.4,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.0,0.26666666666666666,0,13,8
1132,0,1,42693.0,29,0,47,22,57,0.14035087719298245,0.07017543859649122,0.3508771929824561,0.10526315789473684,0.05263157894736842,0.2807017543859649,0,11,6
1133,0,1,85606.0,89,0,49,594,1956,0.3665644171779141,0.02147239263803681,0.44171779141104295,0.11196319018404909,0.015337423312883436,0.04294478527607362,1,28,9
1134,0,0,72903.0,74,1,40,243,2013,0.5300546448087432,0.06855439642324888,0.37257824143070045,0.0,0.009438648782911079,0.019374068554396422,3,25,11
1135,1,1,49669.0,97,0,51,36,326,0.50920245398773,0.015337423312883436,0.3282208588957055,0.03374233128834356,0.024539877300613498,0.08895705521472393,0,21,11
1136,1,1,36778.0,63,0,57,693,77,0.37662337662337664,0.05194805194805195,0.44155844155844154,0.025974025974025976,0.05194805194805195,0.05194805194805195,0,20,12
1137,1,0,85696.0,88,1,63,422,1313,0.5437928408225438,0.057882711348057884,0.3008377760853008,0.08834729626808835,0.0,0.00913937547600914,0,21,5
1138,1,0,10979.0,34,0,36,38,30,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0,13,8
1139,0,1,49678.0,81,0,64,512,315,0.726984126984127,0.015873015873015872,0.17777777777777778,0.009523809523809525,0.006349206349206349,0.06349206349206349,0,22,13
1140,1,1,56129.0,65,0,72,374,660,0.48484848484848486,0.07272727272727272,0.2015151515151515,0.05909090909090909,0.10909090909090909,0.07272727272727272,0,27,10
1141,0,1,37155.0,51,0,36,514,74,0.3108108108108108,0.0,0.35135135135135137,0.0945945945945946,0.20270270270270271,0.04054054054054054,0,13,7
1142,1,0,21282.0,76,0,47,49,46,0.021739130434782608,0.10869565217391304,0.17391304347826086,0.08695652173913043,0.17391304347826086,0.43478260869565216,0,14,8
1143,1,0,33419.0,76,0,63,316,86,0.6511627906976745,0.0,0.13953488372093023,0.0,0.0,0.20930232558139536,0,16,9
1144,0,0,63285.0,84,0,80,236,1103,0.4605621033544878,0.11242067089755213,0.2257479601087942,0.04533091568449683,0.03445149592021759,0.1214868540344515,0,28,9
1145,1,1,21255.0,56,0,51,159,61,0.47540983606557374,0.0,0.4098360655737705,0.03278688524590164,0.03278688524590164,0.04918032786885246,0,16,6
1146,0,1,42162.0,31,1,44,222,145,0.31724137931034485,0.04827586206896552,0.4068965517241379,0.013793103448275862,0.027586206896551724,0.18620689655172415,1,16,9
1147,0,1,54450.0,0,0,69,653,684,0.6637426900584795,0.0,0.25,0.011695906432748537,0.027777777777777776,0.04678362573099415,0,41,17
1148,1,1,57744.0,91,0,71,229,411,0.851581508515815,0.0072992700729927005,0.0948905109489051,0.0,0.0,0.046228710462287104,0,25,17
1149,0,0,26576.0,40,1,39,624,27,0.37037037037037035,0.0,0.2962962962962963,0.0,0.0,0.3333333333333333,1,14,10
1150,1,0,57513.0,59,0,82,358,1060,0.6933962264150944,0.03773584905660377,0.17264150943396225,0.04905660377358491,0.018867924528301886,0.02830188679245283,0,33,15
1151,0,1,68142.0,96,0,61,669,1459,0.6148046607265251,0.08636052090472926,0.1343385880740233,0.06237148732008225,0.07676490747087046,0.025359835503769704,0,31,16
1152,0,1,7500.0,61,0,46,669,18,0.2777777777777778,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.0,0.2777777777777778,0,13,9
1153,0,1,83145.0,14,1,51,645,1833,0.4238952536824877,0.019094380796508457,0.39879978177850517,0.02127659574468085,0.07474086197490452,0.062193126022913256,1,28,7
1154,1,1,54197.0,16,0,65,87,237,0.6835443037974683,0.02531645569620253,0.15611814345991562,0.02531645569620253,0.05485232067510549,0.05485232067510549,0,14,2
1155,1,0,23091.0,98,0,62,32,48,0.7291666666666666,0.0,0.22916666666666666,0.0,0.0,0.041666666666666664,0,19,9
1156,0,1,46049.0,11,1,49,343,515,0.6640776699029126,0.017475728155339806,0.2174757281553398,0.036893203883495145,0.027184466019417475,0.036893203883495145,0,35,12
1157,0,1,56715.0,52,0,51,571,1020,0.2529411764705882,0.10294117647058823,0.23431372549019608,0.2323529411764706,0.16862745098039217,0.008823529411764706,0,19,11
1158,0,1,79410.0,19,0,64,31,1370,0.4802919708029197,0.058394160583941604,0.35255474452554747,0.08978102189781022,0.00948905109489051,0.00948905109489051,0,12,4
1159,0,1,57304.0,61,0,74,475,1026,0.3469785575048733,0.07797270955165692,0.3206627680311891,0.13450292397660818,0.016569200779727095,0.10331384015594541,0,31,12
1160,0,1,44375.0,73,0,60,98,301,0.707641196013289,0.016611295681063124,0.09302325581395349,0.023255813953488372,0.023255813953488372,0.1362126245847176,0,18,9
1161,0,1,54450.0,0,0,69,653,684,0.6637426900584795,0.0,0.25,0.011695906432748537,0.027777777777777776,0.04678362573099415,0,41,17
1162,0,1,59594.0,74,0,60,617,499,0.9158316633266533,0.008016032064128256,0.05811623246492986,0.0,0.0,0.018036072144288578,1,25,15
1163,0,1,80685.0,55,0,31,676,1004,0.2400398406374502,0.044820717131474105,0.601593625498008,0.03386454183266932,0.025896414342629483,0.053784860557768925,0,23,8
1164,1,1,40344.0,48,0,51,259,218,0.963302752293578,0.0,0.027522935779816515,0.0,0.0,0.009174311926605505,0,20,11
1165,0,1,62710.0,53,0,53,402,606,0.7277227722772277,0.057755775577557754,0.13696369636963696,0.01155115511551155,0.04785478547854786,0.018151815181518153,0,27,8
1166,1,1,48985.0,13,0,57,359,75,0.25333333333333335,0.17333333333333334,0.24,0.13333333333333333,0.09333333333333334,0.10666666666666667,0,10,4
1167,0,1,35322.0,34,0,57,676,106,0.2641509433962264,0.08490566037735849,0.3490566037735849,0.11320754716981132,0.0660377358490566,0.12264150943396226,0,20,10
1168,0,1,77142.0,54,0,77,396,990,0.4808080808080808,0.07575757575757576,0.16363636363636364,0.029292929292929294,0.15252525252525254,0.09797979797979799,0,19,6
1169,0,0,81657.0,69,0,56,158,1097,0.3318140382862352,0.03646308113035551,0.38742023701002737,0.1440291704649043,0.054694621695533276,0.04557885141294439,0,17,4
1170,0,1,14421.0,81,0,29,132,16,0.0,0.0,0.125,0.1875,0.1875,0.5,1,9,6
1171,1,1,20130.0,99,0,51,104,34,0.0,0.17647058823529413,0.08823529411764706,0.20588235294117646,0.17647058823529413,0.35294117647058826,0,13,9
1172,1,1,74214.0,3,0,35,672,1711,0.5043834015195792,0.04850964348334307,0.3196960841613092,0.05026300409117475,0.05786090005844535,0.01928696668614845,0,21,13
1173,1,1,66726.0,61,0,68,168,438,0.7968036529680366,0.01598173515981735,0.07990867579908675,0.0,0.0,0.10730593607305935,1,26,15
1174,0,1,23724.0,65,0,46,537,75,0.06666666666666667,0.30666666666666664,0.2,0.0,0.24,0.18666666666666668,0,16,10
1175,1,1,47353.0,93,0,65,228,225,0.8177777777777778,0.008888888888888889,0.08444444444444445,0.035555555555555556,0.035555555555555556,0.017777777777777778,0,19,7
1176,1,1,33444.0,24,0,73,603,18,0.4444444444444444,0.0,0.4444444444444444,0.0,0.0,0.1111111111111111,0,14,9
1177,0,1,54386.0,8,0,44,408,470,0.5893617021276596,0.04468085106382979,0.13617021276595745,0.13191489361702127,0.04468085106382979,0.05319148936170213,0,21,6
1178,0,0,28510.0,72,0,44,442,91,0.4835164835164835,0.054945054945054944,0.2087912087912088,0.0,0.04395604395604396,0.2087912087912088,0,16,7
1180,0,1,48070.0,33,0,75,532,504,0.7400793650793651,0.027777777777777776,0.16468253968253968,0.011904761904761904,0.017857142857142856,0.037698412698412696,0,27,15
1181,0,1,43140.0,68,0,68,540,235,0.5702127659574469,0.03404255319148936,0.32340425531914896,0.02553191489361702,0.0,0.04680851063829787,0,18,10
1182,1,0,54959.0,55,1,64,526,1232,0.9318181818181818,0.0,0.048701298701298704,0.0,0.0,0.01948051948051948,1,29,16
1183,0,0,15056.0,76,0,67,422,88,0.06818181818181818,0.13636363636363635,0.03409090909090909,0.23863636363636365,0.06818181818181818,0.45454545454545453,0,19,7
1184,0,0,26954.0,17,0,54,52,17,0.23529411764705882,0.058823529411764705,0.6470588235294118,0.0,0.0,0.058823529411764705,0,12,8
